Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1243965,-,-,-,40.73,-74.02,0,13,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,Temperature,DHI,GHI,DNI,Wind Speed,Relative Humidity
2024,1,1,0,30,3.3000000000000003,0,0,0,1.7000000000000002,80.26
2024,1,1,1,30,3.2,0,0,0,1.7000000000000002,79.05
2024,1,1,2,30,3.2,0,0,0,1.5,78.23
2024,1,1,3,30,3.2,0,0,0,1.5,79.33
2024,1,1,4,30,3,0,0,0,1.6,82.58
2024,1,1,5,30,2.6,0,0,0,1.7000000000000002,87.57000000000001
2024,1,1,6,30,2.5,0,0,0,1.7000000000000002,90.02
2024,1,1,7,30,2.5,0,0,0,1.7000000000000002,90.64
2024,1,1,8,30,2.5,0,0,0,1.6,90.69
2024,1,1,9,30,2.6,0,0,0,1.4000000000000001,89.89
2024,1,1,10,30,2.5,0,0,0,1.3,90
2024,1,1,11,30,2.3000000000000003,0,0,0,1.2000000000000002,90.78
2024,1,1,12,30,2.7,12,13,54,1.1,87.85000000000001
2024,1,1,13,30,3.9000000000000004,28,28,0,1.2000000000000002,85.68
2024,1,1,14,30,5.1000000000000005,148,156,27,1.3,80.78
2024,1,1,15,30,6,79,377,762,1.4000000000000001,75.73
2024,1,1,16,30,6.5,84,433,798,1.4000000000000001,72.3
2024,1,1,17,30,6.800000000000001,174,348,397,1.4000000000000001,70.55
2024,1,1,18,30,6.9,189,199,25,1.3,69.93
2024,1,1,19,30,6.6000000000000005,113,215,341,1.2000000000000002,71.95
2024,1,1,20,30,5.5,21,32,65,1.1,84.10000000000001
2024,1,1,21,30,4.2,9,10,63,1.3,85.89
2024,1,1,22,30,3.5,0,0,0,1.5,86.62
2024,1,1,23,30,3,0,0,0,1.9000000000000001,88.54
2024,1,2,0,30,2.4000000000000004,0,0,0,2.2,90.74
2024,1,2,1,30,1.6,0,0,0,2.5,93.41
2024,1,2,2,30,0.7000000000000001,0,0,0,2.8000000000000003,95.74000000000001
2024,1,2,3,30,-0.1,0,0,0,2.9000000000000004,96.28
2024,1,2,4,30,-0.7000000000000001,0,0,0,2.9000000000000004,95.5
2024,1,2,5,30,-1.2000000000000002,0,0,0,2.9000000000000004,94.39
2024,1,2,6,30,-1.5,0,0,0,2.8000000000000003,93.47
2024,1,2,7,30,-1.7000000000000002,0,0,0,2.8000000000000003,92.76
2024,1,2,8,30,-1.8,0,0,0,2.8000000000000003,91.57000000000001
2024,1,2,9,30,-2,0,0,0,2.7,91.83
2024,1,2,10,30,-2.2,0,0,0,2.7,92.03
2024,1,2,11,30,-2.2,0,0,0,2.7,90.75
2024,1,2,12,30,-1.4000000000000001,12,16,174,2.8000000000000003,85.06
2024,1,2,13,30,0,39,152,652,2.9000000000000004,77.68
2024,1,2,14,30,1.2000000000000002,51,294,807,2.7,70.75
2024,1,2,15,30,2.4000000000000004,56,401,880,2.4000000000000004,66
2024,1,2,16,30,3.5,58,455,904,2.3000000000000003,62.160000000000004
2024,1,2,17,30,4.3,58,454,903,2.2,60.42
2024,1,2,18,30,4.7,55,396,871,2.1,61.230000000000004
2024,1,2,19,30,4.4,48,287,794,1.9000000000000001,66.6
2024,1,2,20,30,2.9000000000000004,37,147,635,1.8,83.03
2024,1,2,21,30,1.5,12,16,174,1.9000000000000001,81.94
2024,1,2,22,30,1.1,0,0,0,1.8,80.63
2024,1,2,23,30,0.8,0,0,0,1.8,82.09
2024,1,3,0,30,0.5,0,0,0,1.9000000000000001,83.73
2024,1,3,1,30,0.30000000000000004,0,0,0,2.1,85.32000000000001
2024,1,3,2,30,0.1,0,0,0,2.3000000000000003,87.17
2024,1,3,3,30,-0.1,0,0,0,2.3000000000000003,89.04
2024,1,3,4,30,-0.2,0,0,0,2.2,90.34
2024,1,3,5,30,-0.4,0,0,0,2.2,92.66
2024,1,3,6,30,-0.5,0,0,0,2.2,94.2
2024,1,3,7,30,-0.5,0,0,0,2.2,94.84
2024,1,3,8,30,-0.5,0,0,0,2.2,95.10000000000001
2024,1,3,9,30,-0.5,0,0,0,2.2,94.95
2024,1,3,10,30,-0.4,0,0,0,2.2,94.09
2024,1,3,11,30,-0.4,0,0,0,2.2,93.68
2024,1,3,12,30,0.2,6,8,79,2.3000000000000003,89.5
2024,1,3,13,30,1.7000000000000002,40,146,614,2.2,82.25
2024,1,3,14,30,3.4000000000000004,55,288,775,2,73.24
2024,1,3,15,30,4.5,61,395,851,1.8,66.52
2024,1,3,16,30,5.1000000000000005,65,449,873,1.6,64.61
2024,1,3,17,30,5.5,183,350,380,1.5,64.18
2024,1,3,18,30,5.5,206,223,44,1.5,65.12
2024,1,3,19,30,4.9,114,115,3,1.4000000000000001,70.23
2024,1,3,20,30,3.5,40,40,0,1.5,84.65
2024,1,3,21,30,2.5,9,10,56,1.6,83.75
2024,1,3,22,30,2.2,0,0,0,1.7000000000000002,83.03
2024,1,3,23,30,2.1,0,0,0,1.7000000000000002,84.09
2024,1,4,0,30,2.1,0,0,0,1.6,84.28
2024,1,4,1,30,2,0,0,0,1.5,83.47
2024,1,4,2,30,2,0,0,0,1.5,82.47
2024,1,4,3,30,1.9000000000000001,0,0,0,1.4000000000000001,83.78
2024,1,4,4,30,1.9000000000000001,0,0,0,1.3,83.72
2024,1,4,5,30,1.8,0,0,0,1.3,83.51
2024,1,4,6,30,1.7000000000000002,0,0,0,1.2000000000000002,83.73
2024,1,4,7,30,1.6,0,0,0,1.2000000000000002,84.31
2024,1,4,8,30,1.5,0,0,0,1.2000000000000002,85.12
2024,1,4,9,30,1.4000000000000001,0,0,0,1.3,86.78
2024,1,4,10,30,1.2000000000000002,0,0,0,1.4000000000000001,88.92
2024,1,4,11,30,1.2000000000000002,0,0,0,1.4000000000000001,89.13
2024,1,4,12,30,1.7000000000000002,10,10,1,1.5,86.67
2024,1,4,13,30,3,17,17,0,1.8,83.34
2024,1,4,14,30,4.2,111,122,38,2.3000000000000003,78.37
2024,1,4,15,30,5.2,160,163,8,2.9000000000000004,72.36
2024,1,4,16,30,5.5,172,175,7,3.3000000000000003,70.62
2024,1,4,17,30,5.5,165,366,455,3.8000000000000003,71.46000000000001
2024,1,4,18,30,5.1000000000000005,131,365,592,4.3,73.29
2024,1,4,19,30,4.1000000000000005,124,230,346,4.800000000000001,74.47
2024,1,4,20,30,2.7,40,158,663,4.9,74.51
2024,1,4,21,30,1.3,14,19,206,4.7,75.83
2024,1,4,22,30,0.30000000000000004,0,0,0,4.7,77.02
2024,1,4,23,30,-0.6000000000000001,0,0,0,4.6000000000000005,77.76
2024,1,5,0,30,-1.4000000000000001,0,0,0,4.5,77.64
2024,1,5,1,30,-2.1,0,0,0,4.3,78.15
2024,1,5,2,30,-2.6,0,0,0,4.1000000000000005,78.94
2024,1,5,3,30,-2.9000000000000004,0,0,0,4,79.32000000000001
2024,1,5,4,30,-3.1,0,0,0,4,79.5
2024,1,5,5,30,-3.2,0,0,0,4,79.44
2024,1,5,6,30,-3.2,0,0,0,3.8000000000000003,78.98
2024,1,5,7,30,-3.1,0,0,0,3.6,78.89
2024,1,5,8,30,-2.9000000000000004,0,0,0,3.4000000000000004,78.73
2024,1,5,9,30,-2.9000000000000004,0,0,0,3.1,79.35000000000001
2024,1,5,10,30,-2.9000000000000004,0,0,0,2.9000000000000004,79.69
2024,1,5,11,30,-2.9000000000000004,0,0,0,2.7,79.88
2024,1,5,12,30,-2.2,13,17,191,2.8000000000000003,76.59
2024,1,5,13,30,-1.1,38,155,673,2.9000000000000004,69.71000000000001
2024,1,5,14,30,-0.1,51,302,828,2.8000000000000003,63.68
2024,1,5,15,30,0.8,57,412,899,2.6,60.27
2024,1,5,16,30,1.5,59,467,921,2.5,58.56
2024,1,5,17,30,2.1,60,469,922,2.4000000000000004,57.6
2024,1,5,18,30,2.3000000000000003,57,409,885,2.4000000000000004,58.52
2024,1,5,19,30,2.1,52,302,814,2.2,61.68
2024,1,5,20,30,0.8,41,144,574,2,75.67
2024,1,5,21,30,-0.5,14,19,191,2.1,80.44
2024,1,5,22,30,-0.7000000000000001,0,0,0,2.1,79.67
2024,1,5,23,30,-0.7000000000000001,0,0,0,2.2,79.99
2024,1,6,0,30,-0.7000000000000001,0,0,0,2.3000000000000003,80.81
2024,1,6,1,30,-0.8,0,0,0,2.3000000000000003,82.28
2024,1,6,2,30,-1,0,0,0,2.2,83.51
2024,1,6,3,30,-1.2000000000000002,0,0,0,2.1,84.33
2024,1,6,4,30,-1.4000000000000001,0,0,0,2.1,85.76
2024,1,6,5,30,-1.4000000000000001,0,0,0,2,86.03
2024,1,6,6,30,-1.5,0,0,0,1.9000000000000001,87.13
2024,1,6,7,30,-1.6,0,0,0,1.6,86.81
2024,1,6,8,30,-1.4000000000000001,0,0,0,1.4000000000000001,84.46000000000001
2024,1,6,9,30,-1.1,0,0,0,1.1,83.44
2024,1,6,10,30,-1,0,0,0,0.7000000000000001,80.88
2024,1,6,11,30,-0.8,0,0,0,0.6000000000000001,79.31
2024,1,6,12,30,-0.5,6,6,0,0.8,78.57000000000001
2024,1,6,13,30,0.2,39,39,1,1.1,77.78
2024,1,6,14,30,0.9,82,84,5,1.6,77.71000000000001
2024,1,6,15,30,1.5,89,90,2,2.1,76.7
2024,1,6,16,30,2.1,84,85,2,2.6,75.47
2024,1,6,17,30,2.4000000000000004,103,105,4,2.9000000000000004,76.23
2024,1,6,18,30,2.4000000000000004,58,58,1,3.1,80.07000000000001
2024,1,6,19,30,2.3000000000000003,20,20,0,3.3000000000000003,84.68
2024,1,6,20,30,2.2,19,19,0,3.9000000000000004,88.24
2024,1,6,21,30,2.1,2,2,0,4.6000000000000005,90.63
2024,1,6,22,30,2.1,0,0,0,5.300000000000001,92.24
2024,1,6,23,30,2.3000000000000003,0,0,0,5.9,93.35000000000001
2024,1,7,0,30,2.5,0,0,0,6.2,94.67
2024,1,7,1,30,2.4000000000000004,0,0,0,6.2,96.79
2024,1,7,2,30,2.2,0,0,0,6,97.47
2024,1,7,3,30,2.1,0,0,0,5.800000000000001,97.19
2024,1,7,4,30,2.2,0,0,0,5.6000000000000005,96.59
2024,1,7,5,30,2.2,0,0,0,5.6000000000000005,96.51
2024,1,7,6,30,2.2,0,0,0,5.5,96.19
2024,1,7,7,30,2.2,0,0,0,5.2,95.77
2024,1,7,8,30,2.1,0,0,0,4.800000000000001,96.11
2024,1,7,9,30,2.1,0,0,0,4.5,96.24000000000001
2024,1,7,10,30,2.2,0,0,0,4.1000000000000005,95.75
2024,1,7,11,30,2.2,0,0,0,3.6,96.03
2024,1,7,12,30,2.2,5,5,15,3,95.98
2024,1,7,13,30,2.2,6,6,0,2.5,96.07000000000001
2024,1,7,14,30,2.2,38,38,0,2.4000000000000004,96.01
2024,1,7,15,30,2.2,35,35,0,2.8000000000000003,95.66
2024,1,7,16,30,2.2,92,92,0,3.3000000000000003,95.08
2024,1,7,17,30,2.5,133,133,1,3.5,92.9
2024,1,7,18,30,2.6,195,205,26,3.7,91.94
2024,1,7,19,30,2.5,80,80,0,3.7,91.79
2024,1,7,20,30,2.1,7,7,0,3.6,93.14
2024,1,7,21,30,1.6,9,9,0,3.4000000000000004,94.14
2024,1,7,22,30,1.2000000000000002,0,0,0,3.4000000000000004,94.89
2024,1,7,23,30,0.9,0,0,0,3.4000000000000004,95.52
2024,1,8,0,30,0.5,0,0,0,3.4000000000000004,95.87
2024,1,8,1,30,-0.1,0,0,0,3.4000000000000004,96.17
2024,1,8,2,30,-0.7000000000000001,0,0,0,3.4000000000000004,95.38
2024,1,8,3,30,-1.1,0,0,0,3.4000000000000004,93.43
2024,1,8,4,30,-1.2000000000000002,0,0,0,3.5,91.82000000000001
2024,1,8,5,30,-1.2000000000000002,0,0,0,3.5,90.82000000000001
2024,1,8,6,30,-1.1,0,0,0,3.5,89.67
2024,1,8,7,30,-1.1,0,0,0,3.5,89.38
2024,1,8,8,30,-1.2000000000000002,0,0,0,3.5,90.05
2024,1,8,9,30,-1.4000000000000001,0,0,0,3.5,90.73
2024,1,8,10,30,-1.6,0,0,0,3.4000000000000004,90.45
2024,1,8,11,30,-1.9000000000000001,0,0,0,3.3000000000000003,90.09
2024,1,8,12,30,-1.1,13,17,168,3.2,83.79
2024,1,8,13,30,0.7000000000000001,42,154,640,3.2,79.47
2024,1,8,14,30,2.3000000000000003,55,301,804,3.2,76.9
2024,1,8,15,30,3.2,62,412,878,3.2,74.62
2024,1,8,16,30,3.8000000000000003,66,472,907,2.9000000000000004,72.97
2024,1,8,17,30,4.2,66,475,908,2.6,71.7
2024,1,8,18,30,4.5,149,361,523,2.2,70.64
2024,1,8,19,30,4.2,65,306,765,1.7000000000000002,73.4
2024,1,8,20,30,3.2,43,167,657,1.5,80.4
2024,1,8,21,30,2,16,24,221,1.6,74.3
2024,1,8,22,30,1.5,0,0,0,1.6,75.11
2024,1,8,23,30,1.4000000000000001,0,0,0,1.5,76.28
2024,1,9,0,30,1.4000000000000001,0,0,0,1.4000000000000001,76.61
2024,1,9,1,30,1.1,0,0,0,1.3,78.24
2024,1,9,2,30,0.8,0,0,0,1.2000000000000002,80.18
2024,1,9,3,30,0.9,0,0,0,0.8,79.5
2024,1,9,4,30,1,0,0,0,0.5,79.48
2024,1,9,5,30,0.4,0,0,0,0.7000000000000001,81.2
2024,1,9,6,30,-0.30000000000000004,0,0,0,1.2000000000000002,83.81
2024,1,9,7,30,-0.30000000000000004,0,0,0,1.5,84.44
2024,1,9,8,30,0.30000000000000004,0,0,0,1.5,84.95
2024,1,9,9,30,0.7000000000000001,0,0,0,1.6,84.64
2024,1,9,10,30,1.1,0,0,0,1.9000000000000001,84.47
2024,1,9,11,30,1.7000000000000002,0,0,0,2.4000000000000004,84.38
2024,1,9,12,30,2.3000000000000003,12,15,120,2.9000000000000004,85.3
2024,1,9,13,30,3.1,43,43,2,3.1,85.31
2024,1,9,14,30,3.9000000000000004,76,78,6,3.5,85.48
2024,1,9,15,30,4.3,29,29,0,3.9000000000000004,87.53
2024,1,9,16,30,4.5,24,24,0,4.3,89.10000000000001
2024,1,9,17,30,4.7,39,39,0,5.1000000000000005,90.44
2024,1,9,18,30,5.1000000000000005,14,14,0,5.7,91.52
2024,1,9,19,30,5.800000000000001,7,7,0,6.1000000000000005,91.60000000000001
2024,1,9,20,30,6.800000000000001,5,5,0,6.300000000000001,91.98
2024,1,9,21,30,7.9,15,15,0,6.5,92.99
2024,1,9,22,30,9.1,0,0,0,7.2,92.72
2024,1,9,23,30,10.4,0,0,0,8.200000000000001,91.53
2024,1,10,0,30,11.600000000000001,0,0,0,9.1,90.5
2024,1,10,1,30,12.3,0,0,0,9.5,91.12
2024,1,10,2,30,12.9,0,0,0,9.8,90.46000000000001
2024,1,10,3,30,13.3,0,0,0,10.100000000000001,90.93
2024,1,10,4,30,13.5,0,0,0,10.100000000000001,93.4
2024,1,10,5,30,13.5,0,0,0,9.200000000000001,95.91
2024,1,10,6,30,12.8,0,0,0,7,100
2024,1,10,7,30,11.9,0,0,0,5.2,100
2024,1,10,8,30,10.9,0,0,0,4.7,100
2024,1,10,9,30,9.200000000000001,0,0,0,4.4,98.77
2024,1,10,10,30,7.6000000000000005,0,0,0,4,93.48
2024,1,10,11,30,6.5,0,0,0,3.9000000000000004,91.81
2024,1,10,12,30,6.5,13,15,113,4.2,89.24
2024,1,10,13,30,6.9,56,61,28,4.7,87.36
2024,1,10,14,30,7.300000000000001,130,245,373,4.9,81.74
2024,1,10,15,30,7.7,120,124,9,5.2,75.25
2024,1,10,16,30,7.9,75,80,12,5.6000000000000005,69.5
2024,1,10,17,30,7.800000000000001,212,248,80,5.7,67.58
2024,1,10,18,30,7.6000000000000005,62,62,0,5.7,68.34
2024,1,10,19,30,7.2,36,36,0,5.6000000000000005,72.25
2024,1,10,20,30,6.7,23,50,139,5.4,76.43
2024,1,10,21,30,6,18,24,150,5.300000000000001,78.9
2024,1,10,22,30,5.4,0,0,0,5.2,79.38
2024,1,10,23,30,5,0,0,0,4.9,79.81
2024,1,11,0,30,4.7,0,0,0,4.7,81.44
2024,1,11,1,30,4.5,0,0,0,4.5,82.63
2024,1,11,2,30,4.2,0,0,0,4.2,84.23
2024,1,11,3,30,3.8000000000000003,0,0,0,4,86.11
2024,1,11,4,30,3.4000000000000004,0,0,0,3.7,87.99
2024,1,11,5,30,2.8000000000000003,0,0,0,3.5,90.59
2024,1,11,6,30,2.1,0,0,0,3.2,93.28
2024,1,11,7,30,1.6,0,0,0,3.2,95.05
2024,1,11,8,30,1.3,0,0,0,3.2,95.99000000000001
2024,1,11,9,30,1.1,0,0,0,3.1,96.36
2024,1,11,10,30,0.8,0,0,0,2.9000000000000004,96.95
2024,1,11,11,30,0.6000000000000001,0,0,0,2.7,96.06
2024,1,11,12,30,1.5,13,16,151,2.6,88.63
2024,1,11,13,30,3.5,42,151,612,2.7,80.73
2024,1,11,14,30,5.1000000000000005,55,297,781,2.8000000000000003,74.3
2024,1,11,15,30,5.9,86,389,751,3.1,66.9
2024,1,11,16,30,6.300000000000001,69,69,0,3.4000000000000004,64.47
2024,1,11,17,30,6.5,235,255,44,3.5,64.95
2024,1,11,18,30,6.6000000000000005,67,418,849,3.3000000000000003,66.73
2024,1,11,19,30,6.300000000000001,59,312,780,2.8000000000000003,70.59
2024,1,11,20,30,5,46,170,630,2.3000000000000003,81.79
2024,1,11,21,30,3.7,18,27,217,2.3000000000000003,86.5
2024,1,11,22,30,3.7,0,0,0,2.6,84.42
2024,1,11,23,30,3.9000000000000004,0,0,0,2.9000000000000004,85.39
2024,1,12,0,30,4.1000000000000005,0,0,0,3.2,85.94
2024,1,12,1,30,4.1000000000000005,0,0,0,3.4000000000000004,87.85000000000001
2024,1,12,2,30,3.9000000000000004,0,0,0,3.4000000000000004,90.69
2024,1,12,3,30,3.5,0,0,0,3.2,93.44
2024,1,12,4,30,3,0,0,0,3.1,95.7
2024,1,12,5,30,2.5,0,0,0,2.9000000000000004,96.5
2024,1,12,6,30,2,0,0,0,2.7,97.04
2024,1,12,7,30,1.3,0,0,0,2.5,98.92
2024,1,12,8,30,0.8,0,0,0,2.4000000000000004,99.02
2024,1,12,9,30,0.5,0,0,0,2.5,99.03
2024,1,12,10,30,0.2,0,0,0,2.3000000000000003,99.08
2024,1,12,11,30,0,0,0,0,2,97.36
2024,1,12,12,30,1.4000000000000001,11,14,110,1.9000000000000001,87.18
2024,1,12,13,30,3.5,43,154,622,1.7000000000000002,82.39
2024,1,12,14,30,5.300000000000001,106,253,474,1.4000000000000001,75.94
2024,1,12,15,30,6.9,179,305,310,1.5,69.04
2024,1,12,16,30,7.6000000000000005,196,347,331,1.8,64.37
2024,1,12,17,30,7.800000000000001,188,356,366,2.1,64.86
2024,1,12,18,30,7.6000000000000005,90,411,772,2.4000000000000004,68.2
2024,1,12,19,30,6.9,163,211,148,2.6,75.15
2024,1,12,20,30,5.9,100,112,60,2.8000000000000003,84.24
2024,1,12,21,30,5.2,13,14,24,3.2,88.07000000000001
2024,1,12,22,30,5,0,0,0,3.4000000000000004,89.22
2024,1,12,23,30,5.1000000000000005,0,0,0,3.2,90.04
2024,1,13,0,30,5.4,0,0,0,3.8000000000000003,90.05
2024,1,13,1,30,6,0,0,0,5.300000000000001,89.75
2024,1,13,2,30,7.1000000000000005,0,0,0,5.9,87.75
2024,1,13,3,30,8.1,0,0,0,5.7,89.64
2024,1,13,4,30,8.700000000000001,0,0,0,5.4,92.10000000000001
2024,1,13,5,30,9.3,0,0,0,5.2,93.83
2024,1,13,6,30,9.8,0,0,0,5.1000000000000005,95.43
2024,1,13,7,30,10.3,0,0,0,4.6000000000000005,96.47
2024,1,13,8,30,10.600000000000001,0,0,0,3.6,97.45
2024,1,13,9,30,10.700000000000001,0,0,0,3.1,98.41
2024,1,13,10,30,10.700000000000001,0,0,0,3.3000000000000003,98.92
2024,1,13,11,30,10.8,0,0,0,3.6,98.52
2024,1,13,12,30,11.200000000000001,12,12,4,3.8000000000000003,96.73
2024,1,13,13,30,11.8,32,111,440,3.9000000000000004,95.48
2024,1,13,14,30,12.200000000000001,58,295,758,4.4,94.36
2024,1,13,15,30,12,100,348,609,5.1000000000000005,90.39
2024,1,13,16,30,11.200000000000001,162,315,333,5.4,84.7
2024,1,13,17,30,10,96,97,3,5.5,80.41
2024,1,13,18,30,8.700000000000001,101,102,2,5.800000000000001,76.73
2024,1,13,19,30,7.2,110,269,483,6,74.12
2024,1,13,20,30,5.5,55,164,537,6,74.44
2024,1,13,21,30,4.1000000000000005,19,24,95,6,74.71000000000001
2024,1,13,22,30,3.1,0,0,0,5.9,75.65
2024,1,13,23,30,2.3000000000000003,0,0,0,6,75.33
2024,1,14,0,30,1.6,0,0,0,6,73.68
2024,1,14,1,30,1,0,0,0,5.800000000000001,74.3
2024,1,14,2,30,0.6000000000000001,0,0,0,5.6000000000000005,76.22
2024,1,14,3,30,0.2,0,0,0,5.5,78.27
2024,1,14,4,30,-0.1,0,0,0,5.300000000000001,79.3
2024,1,14,5,30,-0.4,0,0,0,5.2,80.13
2024,1,14,6,30,-0.6000000000000001,0,0,0,5,80
2024,1,14,7,30,-0.7000000000000001,0,0,0,4.6000000000000005,79.05
2024,1,14,8,30,-0.8,0,0,0,4.2,79.55
2024,1,14,9,30,-0.9,0,0,0,3.8000000000000003,80.79
2024,1,14,10,30,-1,0,0,0,3.6,82.2
2024,1,14,11,30,-0.8,0,0,0,3.7,82.01
2024,1,14,12,30,0,13,17,144,3.9000000000000004,79.25
2024,1,14,13,30,1.5,47,156,600,4.3,75.49
2024,1,14,14,30,3.1,104,267,520,4.800000000000001,71.36
2024,1,14,15,30,4.4,73,415,835,5.4,68.9
2024,1,14,16,30,5.2,207,217,22,5.9,68.72
2024,1,14,17,30,5.4,128,146,39,6.5,70.54
2024,1,14,18,30,4.3,77,78,3,7.300000000000001,72.5
2024,1,14,19,30,2.4000000000000004,59,65,18,7.6000000000000005,68.37
2024,1,14,20,30,0.30000000000000004,63,149,417,7.2,62.21
2024,1,14,21,30,-1.4000000000000001,20,39,367,6.4,63.480000000000004
2024,1,14,22,30,-2.4000000000000004,0,0,0,5.300000000000001,67.21000000000001
2024,1,14,23,30,-2.9000000000000004,0,0,0,4.5,70.8
2024,1,15,0,30,-3.1,0,0,0,4,72.64
2024,1,15,1,30,-3.3000000000000003,0,0,0,3.6,74.28
2024,1,15,2,30,-3.4000000000000004,0,0,0,3.4000000000000004,75.10000000000001
2024,1,15,3,30,-3.5,0,0,0,3.1,75.33
2024,1,15,4,30,-3.8000000000000003,0,0,0,2.8000000000000003,76.11
2024,1,15,5,30,-3.9000000000000004,0,0,0,2.5,75.69
2024,1,15,6,30,-3.9000000000000004,0,0,0,2.4000000000000004,75.23
2024,1,15,7,30,-3.7,0,0,0,2.4000000000000004,73.25
2024,1,15,8,30,-3.6,0,0,0,2.3000000000000003,71.52
2024,1,15,9,30,-3.6,0,0,0,2.2,69.44
2024,1,15,10,30,-3.7,0,0,0,2.1,68.42
2024,1,15,11,30,-3.7,0,0,0,2.1,67.19
2024,1,15,12,30,-3.5,14,18,138,2,65.17
2024,1,15,13,30,-2.9000000000000004,55,147,504,2,61.7
2024,1,15,14,30,-2.1,93,268,553,2.1,58.63
2024,1,15,15,30,-1.3,149,150,2,2.3000000000000003,56.81
2024,1,15,16,30,-0.7000000000000001,148,150,4,2.5,57.43
2024,1,15,17,30,-0.4,162,174,25,2.5,59.15
2024,1,15,18,30,-0.4,82,82,1,2.3000000000000003,61.47
2024,1,15,19,30,-0.8,70,71,2,2.1,65.95
2024,1,15,20,30,-1.3,34,34,0,1.8,72.49
2024,1,15,21,30,-1.7000000000000002,24,32,139,1.5,78.08
2024,1,15,22,30,-1.8,0,0,0,1.4000000000000001,79.84
2024,1,15,23,30,-2,0,0,0,1.2000000000000002,80.94
2024,1,16,0,30,-2.1,0,0,0,1.1,81.21000000000001
2024,1,16,1,30,-2.2,0,0,0,1,81.7
2024,1,16,2,30,-2.2,0,0,0,0.9,81.83
2024,1,16,3,30,-2.2,0,0,0,0.8,81.91
2024,1,16,4,30,-2.3000000000000003,0,0,0,0.8,82.81
2024,1,16,5,30,-2.4000000000000004,0,0,0,1,83.82000000000001
2024,1,16,6,30,-2.4000000000000004,0,0,0,1.4000000000000001,84.85000000000001
2024,1,16,7,30,-2.5,0,0,0,1.8,86.71000000000001
2024,1,16,8,30,-2.4000000000000004,0,0,0,2.1,87.29
2024,1,16,9,30,-2.2,0,0,0,2.3000000000000003,87.87
2024,1,16,10,30,-2,0,0,0,2.6,89.04
2024,1,16,11,30,-1.8,0,0,0,2.8000000000000003,90.72
2024,1,16,12,30,-1.4000000000000001,13,14,34,3,91.13
2024,1,16,13,30,-0.9,35,35,1,3.2,91.59
2024,1,16,14,30,-0.4,11,11,0,3.3000000000000003,92.35000000000001
2024,1,16,15,30,-0.1,24,24,0,3,93.46000000000001
2024,1,16,16,30,0,37,37,0,2.6,94.31
2024,1,16,17,30,-0.2,32,32,0,3,94.82000000000001
2024,1,16,18,30,-0.7000000000000001,20,20,0,3.9000000000000004,94.19
2024,1,16,19,30,-1,25,25,0,4.4,91.03
2024,1,16,20,30,-1.1,14,14,0,4.5,89.69
2024,1,16,21,30,-1.2000000000000002,28,36,140,4.6000000000000005,89.93
2024,1,16,22,30,-1.5,0,0,0,4.7,89.69
2024,1,16,23,30,-2,0,0,0,4.7,87.93
2024,1,17,0,30,-2.6,0,0,0,4.800000000000001,85.48
2024,1,17,1,30,-3.4000000000000004,0,0,0,4.800000000000001,83.91
2024,1,17,2,30,-4.2,0,0,0,4.7,82.91
2024,1,17,3,30,-4.9,0,0,0,4.5,82.66
2024,1,17,4,30,-5.5,0,0,0,4.4,82.77
2024,1,17,5,30,-6,0,0,0,4.3,83
2024,1,17,6,30,-6.4,0,0,0,4.1000000000000005,83.39
2024,1,17,7,30,-6.9,0,0,0,4,84.93
2024,1,17,8,30,-7.4,0,0,0,4,86.74
2024,1,17,9,30,-7.9,0,0,0,3.8000000000000003,88.75
2024,1,17,10,30,-8.4,0,0,0,3.7,90.06
2024,1,17,11,30,-8.6,0,0,0,3.7,88.89
2024,1,17,12,30,-8,15,21,208,3.9000000000000004,82.95
2024,1,17,13,30,-7,53,164,594,4.2,78.88
2024,1,17,14,30,-6.300000000000001,62,334,849,4.4,74.96000000000001
2024,1,17,15,30,-5.6000000000000005,73,456,920,4.4,71.42
2024,1,17,16,30,-5,74,523,957,4.5,69.19
2024,1,17,17,30,-4.5,75,530,960,4.7,67.5
2024,1,17,18,30,-4.2,72,475,934,4.800000000000001,66.74
2024,1,17,19,30,-4.2,61,363,879,4.7,67.28
