Month,Day,Hour,Temperature,DHI,GHI,DNI,Wind Speed,Relative Humidity,Power
1,1,9,2.6,0,0,0,1.4,89.89,0.0
1,1,10,2.5,0,0,0,1.3,90.0,0.0
1,1,11,2.3000000000000003,0,0,0,1.2000000000000002,90.78,0.0
1,1,12,2.7,12,13,54,1.1,87.85000000000001,4.569851000000002
1,1,13,3.9,28,28,0,1.2000000000000002,85.68,9.775472
1,1,14,5.1000000000000005,148,156,27,1.3,80.78,53.29521600000001
1,1,15,6.0,79,377,762,1.4,75.73,124.55891500000001
1,1,16,6.5,84,433,798,1.4,72.3,141.65811500000004
1,1,17,6.800000000000001,174,348,397,1.4,70.55,115.03070400000003
1,1,18,6.9,189,199,25,1.3,69.93,67.08469100000002
1,1,19,6.6000000000000005,113,215,341,1.2000000000000002,71.95,72.416515
1,1,20,5.5,21,32,65,1.1,84.10000000000001,11.092480000000002
1,1,21,4.2,9,10,63,1.3,85.89,3.495020000000001
1,1,22,3.5,0,0,0,1.5,86.62,0.0
1,1,23,3.0,0,0,0,1.9,88.54,0.0
1,2,9,-2.0,0,0,0,2.7,91.83,0.0
1,2,10,-2.2,0,0,0,2.7,92.03,0.0
1,2,11,-2.2,0,0,0,2.7,90.75,0.0
1,2,12,-1.4,12,16,174,2.8000000000000003,85.06,5.716736000000001
1,2,13,0.0,39,152,652,2.9000000000000004,77.68,53.072320000000005
1,2,14,1.2000000000000002,51,294,807,2.7,70.75,100.26634800000001
1,2,15,2.4000000000000004,56,401,880,2.4000000000000004,66.0,134.13409900000002
1,2,16,3.5,58,455,904,2.3000000000000003,62.16,150.370675
1,2,17,4.3,58,454,903,2.2,60.42,149.53761200000005
1,2,18,4.7,55,396,871,2.1,61.23,131.23915200000002
1,2,19,4.4,48,287,794,1.9,66.6,96.64696300000003
1,2,20,2.9000000000000004,37,147,635,1.8,83.03,50.745723000000005
1,2,21,1.5,12,16,174,1.9,81.94,5.649920000000001
1,2,22,1.1,0,0,0,1.8,80.63,0.0
1,2,23,0.8,0,0,0,1.8,82.09,0.0
1,3,9,-0.5,0,0,0,2.2,94.95,0.0
1,3,10,-0.4,0,0,0,2.2,94.09,0.0
1,3,11,-0.4,0,0,0,2.2,93.68,0.0
1,3,12,0.2,6,8,79,2.3000000000000003,89.5,2.842816000000001
1,3,13,1.7000000000000002,40,146,614,2.2,82.25,50.659372000000005
1,3,14,3.4000000000000004,55,288,775,2.0,73.24,97.38547200000002
1,3,15,4.5,61,395,851,1.8,66.52,131.03927500000003
1,3,16,5.1000000000000005,65,449,873,1.6,64.61,147.47449900000004
1,3,17,5.5,183,350,380,1.5,64.18,116.31550000000001
1,3,18,5.5,206,223,44,1.5,65.12,75.38403500000001
1,3,19,4.9,114,115,3,1.4,70.23,39.533435000000004
1,3,20,3.5,40,40,0,1.5,84.65,13.966400000000002
1,3,21,2.5,9,10,56,1.6,83.75,3.5195000000000007
1,3,22,2.2,0,0,0,1.7000000000000002,83.03,0.0
1,3,23,2.1,0,0,0,1.7000000000000002,84.09,0.0
1,4,9,1.4,0,0,0,1.3,86.78,0.0
1,4,10,1.2000000000000002,0,0,0,1.4,88.92,0.0
1,4,11,1.2000000000000002,0,0,0,1.4,89.13,0.0
1,4,12,1.7000000000000002,10,10,1,1.5,86.67,3.5310200000000007
1,4,13,3.0,17,17,0,1.8,83.34,5.965555000000001
1,4,14,4.2,111,122,38,2.3000000000000003,78.37,42.024364000000006
1,4,15,5.2,160,163,8,2.9000000000000004,72.36,55.61185100000001
1,4,16,5.5,172,175,7,3.3000000000000003,70.62,59.53587500000001
1,4,17,5.5,165,366,455,3.8,71.46000000000001,121.36926000000003
1,4,18,5.1000000000000005,131,365,592,4.3,73.29,121.26431500000004
1,4,19,4.1000000000000005,124,230,346,4.800000000000001,74.47,78.14158000000002
1,4,20,2.7,40,158,663,4.9,74.51,54.51031600000001
1,4,21,1.3,14,19,206,4.7,75.83,6.712187000000001
1,4,22,0.3,0,0,0,4.7,77.02,0.0
1,4,23,-0.6000000000000001,0,0,0,4.6000000000000005,77.76,0.0
1,5,9,-2.9000000000000004,0,0,0,3.1,79.35000000000001,0.0
1,5,10,-2.9000000000000004,0,0,0,2.9000000000000004,79.69,0.0
1,5,11,-2.9000000000000004,0,0,0,2.7,79.88,0.0
1,5,12,-2.2,13,17,191,2.8000000000000003,76.59,6.092851000000001
1,5,13,-1.1,38,155,673,2.9000000000000004,69.71000000000001,54.34439500000001
1,5,14,-0.1,51,302,828,2.8000000000000003,63.68,103.45130800000003
1,5,15,0.8,57,412,899,2.6,60.27,138.55889600000003
1,5,16,1.5,59,467,921,2.5,58.56,155.42927500000002
1,5,17,2.1,60,469,922,2.4000000000000004,57.6,155.64749900000004
1,5,18,2.3000000000000003,57,409,885,2.4000000000000004,58.52,136.72174700000002
1,5,19,2.1,52,302,814,2.2,61.68,102.49457200000002
1,5,20,0.8,41,144,574,2.0,75.67,50.16499200000001
1,5,21,-0.5,14,19,191,2.1,80.44,6.761435000000001
1,5,22,-0.7000000000000001,0,0,0,2.1,79.67,0.0
1,5,23,-0.7000000000000001,0,0,0,2.2,79.99,0.0
1,6,9,-1.1,0,0,0,1.1,83.44,0.0
1,6,10,-1.0,0,0,0,0.7000000000000001,80.88,0.0
1,6,11,-0.8,0,0,0,0.6000000000000001,79.31,0.0
1,6,12,-0.5,6,6,0,0.8,78.57000000000001,2.1387
1,6,13,0.2,39,39,1,1.1,77.78,13.804323000000002
1,6,14,0.9,82,84,5,1.6,77.71000000000001,29.477616000000005
1,6,15,1.5,89,90,2,2.1,76.7,31.481100000000005
1,6,16,2.1,84,85,2,2.6,75.47,29.67783500000001
1,6,17,2.4000000000000004,103,105,4,2.9000000000000004,76.23,36.520995000000006
1,6,18,2.4000000000000004,58,58,1,3.1,80.07000000000001,20.296172000000002
1,6,19,2.3000000000000003,20,20,0,3.3000000000000003,84.68,7.035760000000002
1,6,20,2.2,19,19,0,3.9,88.24,6.687563000000001
1,6,21,2.1,2,2,0,4.6000000000000005,90.63,0.7057720000000002
1,6,22,2.1,0,0,0,5.300000000000001,92.24,0.0
1,6,23,2.3000000000000003,0,0,0,5.9,93.35,0.0
1,7,9,2.1,0,0,0,4.5,96.24,0.0
1,7,10,2.2,0,0,0,4.1000000000000005,95.75,0.0
1,7,11,2.2,0,0,0,3.6,96.03,0.0
1,7,12,2.2,5,5,15,3.0,95.98,1.7630350000000004
1,7,13,2.2,6,6,0,2.5,96.07,2.1153720000000003
1,7,14,2.2,38,38,0,2.4000000000000004,96.01,13.342636000000002
1,7,15,2.2,35,35,0,2.8000000000000003,95.66,12.293995000000004
1,7,16,2.2,92,92,0,3.3000000000000003,95.08,32.07966400000001
1,7,17,2.5,133,133,1,3.5,92.9,46.07319500000001
1,7,18,2.6,195,205,26,3.7,91.94,70.32135500000001
1,7,19,2.5,80,80,0,3.7,91.79,27.904000000000007
1,7,20,2.1,7,7,0,3.6,93.14,2.468627
1,7,21,1.6,9,9,0,3.4000000000000004,94.14,3.1796190000000006
1,7,22,1.2000000000000002,0,0,0,3.4000000000000004,94.89,0.0
1,7,23,0.9,0,0,0,3.4000000000000004,95.52,0.0
1,8,9,-1.4,0,0,0,3.5,90.73,0.0
1,8,10,-1.6,0,0,0,3.4000000000000004,90.45,0.0
1,8,11,-1.9,0,0,0,3.3000000000000003,90.09,0.0
1,8,12,-1.1,13,17,168,3.2,83.79,6.0659230000000015
1,8,13,0.7000000000000001,42,154,640,3.2,79.47,53.601548
1,8,14,2.3000000000000003,55,301,804,3.2,76.9,102.08204300000001
1,8,15,3.2,62,412,878,3.2,74.62,137.13502400000004
1,8,16,3.8,66,472,907,2.9000000000000004,72.97,155.42393600000003
1,8,17,4.2,66,475,908,2.6,71.7,156.07407500000002
1,8,18,4.5,149,361,523,2.2,70.64,120.31227500000003
1,8,19,4.2,65,306,765,1.7000000000000002,73.4,102.87169200000002
1,8,20,3.2,43,167,657,1.5,80.4,57.42745900000002
1,8,21,2.0,16,24,221,1.6,74.3,8.448960000000001
1,8,22,1.5,0,0,0,1.6,75.11,0.0
1,8,23,1.4,0,0,0,1.5,76.28,0.0
1,9,9,0.7000000000000001,0,0,0,1.6,84.64,0.0
1,9,10,1.1,0,0,0,1.9,84.47,0.0
1,9,11,1.7000000000000002,0,0,0,2.4000000000000004,84.38,0.0
1,9,12,2.3000000000000003,12,15,120,2.9000000000000004,85.3,5.280195000000001
1,9,13,3.1,43,43,2,3.1,85.31,15.032843000000002
1,9,14,3.9,76,78,6,3.5,85.48,27.056172000000004
1,9,15,4.3,29,29,0,3.9,87.53,10.106587000000001
1,9,16,4.5,24,24,0,4.3,89.10000000000001,8.362560000000002
1,9,17,4.7,39,39,0,5.1000000000000005,90.44,13.551603000000004
1,9,18,5.1000000000000005,14,14,0,5.7,91.52,4.872364
1,9,19,5.800000000000001,7,7,0,6.1000000000000005,91.6,2.431331
1,9,20,6.800000000000001,5,5,0,6.300000000000001,91.98,1.7299150000000005
1,9,21,7.9,15,15,0,6.5,92.99,5.159235000000001
1,9,22,9.1,0,0,0,7.2,92.72,0.0
1,9,23,10.4,0,0,0,8.200000000000001,91.53,0.0
1,10,9,9.2,0,0,0,4.4,98.77,0.0
1,10,10,7.6,0,0,0,4.0,93.48,0.0
1,10,11,6.5,0,0,0,3.9,91.81,0.0
1,10,12,6.5,13,15,113,4.2,89.24,5.189475000000001
1,10,13,6.9,56,61,28,4.7,87.36,20.942459000000003
1,10,14,7.300000000000001,130,245,373,4.9,81.74,81.94343500000002
1,10,15,7.7,120,124,9,5.2,75.25,42.07716800000001
1,10,16,7.9,75,80,12,5.6000000000000005,69.5,27.281920000000007
1,10,17,7.800000000000001,212,248,80,5.7,67.58,82.734784
1,10,18,7.6,62,62,0,5.7,68.34,21.220492000000004
1,10,19,7.2,36,36,0,5.6000000000000005,72.25,12.384432000000004
1,10,20,6.7,23,50,139,5.4,76.43,17.205100000000005
1,10,21,6.0,18,24,150,5.300000000000001,78.9,8.310720000000002
1,10,22,5.4,0,0,0,5.2,79.38,0.0
1,10,23,5.0,0,0,0,4.9,79.81,0.0
1,11,9,1.1,0,0,0,3.1,96.36,0.0
1,11,10,0.8,0,0,0,2.9000000000000004,96.95,0.0
1,11,11,0.6000000000000001,0,0,0,2.7,96.06,0.0
1,11,12,1.5,13,16,151,2.6,88.63,5.649920000000001
1,11,13,3.5,42,151,612,2.7,80.73,51.96891500000001
1,11,14,5.1000000000000005,55,297,781,2.8000000000000003,74.3,99.58142700000002
1,11,15,5.9,86,389,751,3.1,66.9,128.369611
1,11,16,6.300000000000001,69,69,0,3.4000000000000004,64.47,23.723787000000005
1,11,17,6.5,235,255,44,3.5,64.95,85.46707500000002
1,11,18,6.6000000000000005,67,418,849,3.3000000000000003,66.73,136.97274800000002
1,11,19,6.300000000000001,59,312,780,2.8000000000000003,70.59,103.86105600000002
1,11,20,5.0,46,170,630,2.3000000000000003,81.79,57.995500000000014
1,11,21,3.7,18,27,217,2.3000000000000003,86.5,9.435339000000003
1,11,22,3.7,0,0,0,2.6,84.42,0.0
1,11,23,3.9,0,0,0,2.9000000000000004,85.39,0.0
1,12,9,0.5,0,0,0,2.5,99.03,0.0
1,12,10,0.2,0,0,0,2.3000000000000003,99.08,0.0
1,12,11,0.0,0,0,0,2.0,97.36,0.0
1,12,12,1.4,11,14,110,1.9,87.18,4.946956
1,12,13,3.5,43,154,622,1.7000000000000002,82.39,52.98062000000001
1,12,14,5.300000000000001,106,253,474,1.4,75.94,85.25669900000003
1,12,15,6.9,179,305,310,1.5,69.04,101.36339500000003
1,12,16,7.6,196,347,331,1.8,64.37,114.31602700000002
1,12,17,7.800000000000001,188,356,366,2.1,64.86,117.03428800000002
1,12,18,7.6,90,411,772,2.4000000000000004,68.2,134.21657100000004
1,12,19,6.9,163,211,148,2.6,75.15,71.01605900000001
1,12,20,5.9,100,112,60,2.8000000000000003,84.24,38.355968000000004
1,12,21,5.2,13,14,24,3.2,88.07000000000001,4.870348000000001
1,12,22,5.0,0,0,0,3.4000000000000004,89.22,0.0
1,12,23,5.1000000000000005,0,0,0,3.2,90.04,0.0
1,13,9,10.7,0,0,0,3.1,98.41,0.0
1,13,10,10.7,0,0,0,3.3000000000000003,98.92,0.0
1,13,11,10.8,0,0,0,3.6,98.52,0.0
1,13,12,11.2,12,12,4,3.8,96.73,4.0719840000000005
1,13,13,11.8,32,111,440,3.9,95.48,37.07544300000001
1,13,14,12.2,58,295,758,4.4,94.36,95.92131500000002
1,13,15,12.0,100,348,609,5.1000000000000005,90.39,112.42488000000002
1,13,16,11.2,162,315,333,5.4,84.7,102.59455500000001
1,13,17,10.0,96,97,3,5.5,80.41,32.71179500000001
1,13,18,8.700000000000001,101,102,2,5.800000000000001,76.73,34.56596400000001
1,13,19,7.2,110,269,483,6.0,74.12,89.71876300000001
1,13,20,5.5,55,164,537,6.0,74.44,55.874800000000015
1,13,21,4.1000000000000005,19,24,95,6.0,74.71000000000001,8.376384000000002
1,13,22,3.1,0,0,0,5.9,75.65,0.0
1,13,23,2.3000000000000003,0,0,0,6.0,75.33,0.0
1,14,9,-0.9,0,0,0,3.8,80.79,0.0
1,14,10,-1.0,0,0,0,3.6,82.2,0.0
1,14,11,-0.8,0,0,0,3.7,82.01,0.0
1,14,12,0.0,13,17,144,3.9,79.25,6.038995000000001
1,14,13,1.5,47,156,600,4.3,75.49,54.103920000000016
1,14,14,3.1,104,267,520,4.800000000000001,71.36,90.65210700000002
1,14,15,4.4,73,415,835,5.4,68.9,137.36043500000005
1,14,16,5.2,207,217,22,5.9,68.72,73.508099
1,14,17,5.4,128,146,39,6.5,70.54,49.881484
1,14,18,4.3,77,78,3,7.300000000000001,72.5,27.01124400000001
1,14,19,2.4000000000000004,59,65,18,7.6,68.37,22.725235000000005
1,14,20,0.3,63,149,417,7.2,62.21,51.98058700000001
1,14,21,-1.4,20,39,367,6.4,63.48,13.894179000000003
1,14,22,-2.4000000000000004,0,0,0,5.300000000000001,67.21000000000001,0.0
1,14,23,-2.9000000000000004,0,0,0,4.5,70.8,0.0
1,15,9,-3.6,0,0,0,2.2,69.44,0.0
1,15,10,-3.7,0,0,0,2.1,68.42,0.0
1,15,11,-3.7,0,0,0,2.1,67.19,0.0
1,15,12,-3.5,14,18,138,2.0,65.17,6.484140000000001
1,15,13,-2.9000000000000004,55,147,504,2.0,61.7,51.97346700000001
1,15,14,-2.1,93,268,553,2.1,58.63,92.98635200000001
1,15,15,-1.3,149,150,2,2.3000000000000003,56.81,52.66830000000001
1,15,16,-0.7000000000000001,148,150,4,2.5,57.43,52.538700000000006
1,15,17,-0.4,162,174,25,2.5,59.15,60.681804000000014
1,15,18,-0.4,82,82,1,2.3000000000000003,61.47,28.93665200000001
1,15,19,-0.8,70,71,2,2.1,65.95,25.130947000000006
1,15,20,-1.3,34,34,0,1.8,72.49,12.115628000000003
1,15,21,-1.7000000000000002,24,32,139,1.5,78.08,11.424256000000003
1,15,22,-1.8,0,0,0,1.4,79.84,0.0
1,15,23,-2.0,0,0,0,1.2000000000000002,80.94,0.0
1,16,9,-2.2,0,0,0,2.3000000000000003,87.87,0.0
1,16,10,-2.0,0,0,0,2.6,89.04,0.0
1,16,11,-1.8,0,0,0,2.8000000000000003,90.72,0.0
1,16,12,-1.4,13,14,34,3.0,91.13,5.003404000000001
1,16,13,-0.9,35,35,1,3.2,91.59,12.450235000000003
1,16,14,-0.4,11,11,0,3.3000000000000003,92.35,3.9168910000000006
1,16,15,-0.1,24,24,0,3.0,93.46,8.521536000000001
1,16,16,0.0,37,37,0,2.6,94.31,13.110395000000002
1,16,17,-0.2,32,32,0,3.0,94.82,11.355136000000002
1,16,18,-0.7000000000000001,20,20,0,3.9,94.19,7.122160000000001
1,16,19,-1.0,25,25,0,4.4,91.03,8.907875000000002
1,16,20,-1.1,14,14,0,4.5,89.69,4.997356000000001
1,16,21,-1.2000000000000002,28,36,140,4.6000000000000005,89.93,12.819888000000002
1,16,22,-1.5,0,0,0,4.7,89.69,0.0
1,16,23,-2.0,0,0,0,4.7,87.93,0.0
1,17,9,-7.9,0,0,0,3.8,88.75,0.0
1,17,10,-8.4,0,0,0,3.7,90.06,0.0
1,17,11,-8.6,0,0,0,3.7,88.89,0.0
1,17,12,-8.0,15,21,208,3.9,82.95,7.698075000000001
1,17,13,-7.0,53,164,594,4.2,78.88,58.826800000000006
1,17,14,-6.300000000000001,62,334,849,4.4,74.96000000000001,116.91402800000002
1,17,15,-5.6000000000000005,73,456,920,4.4,71.42,156.65606400000001
1,17,16,-5.0,74,523,957,4.5,69.19,177.64479500000002
1,17,17,-4.5,75,530,960,4.7,67.5,179.47390000000001
1,17,18,-4.2,72,475,934,4.800000000000001,66.74,161.81967500000005
1,17,19,-4.2,61,363,879,4.7,67.28,125.49381900000003
1,17,20,-4.800000000000001,47,210,754,4.5,70.92,74.22702000000002
1,17,21,-5.7,22,49,428,4.3,74.85000000000001,17.738147
1,17,22,-6.300000000000001,0,0,0,4.3,76.53,0.0
1,17,23,-6.5,0,0,0,4.3,77.61,0.0
1,18,9,-6.6000000000000005,0,0,0,3.6,77.79,0.0
1,18,10,-6.1000000000000005,0,0,0,3.5,76.92,0.0
1,18,11,-5.5,0,0,0,3.4000000000000004,76.15,0.0
1,18,12,-4.7,15,15,4,3.3000000000000003,74.5,5.431395000000001
1,18,13,-3.7,37,37,0,3.3000000000000003,72.98,13.307531
1,18,14,-2.8000000000000003,78,78,1,3.2,71.52,27.808716000000004
1,18,15,-2.0,147,148,3,3.3000000000000003,70.05,52.12856000000001
1,18,16,-1.4,228,234,13,3.4000000000000004,70.62,81.311724
1,18,17,-1.0,189,192,6,3.4000000000000004,72.08,66.96960000000001
1,18,18,-0.6000000000000001,209,214,12,3.1,72.75,74.30807600000001
1,18,19,-0.5,215,233,52,2.7,74.17,80.67275500000002
1,18,20,-0.9,85,86,4,2.4000000000000004,78.23,30.394636000000006
1,18,21,-1.3,37,38,13,2.2,80.49,13.534156000000001
1,18,22,-1.4,0,0,0,2.1,80.54,0.0
1,18,23,-1.4,0,0,0,1.9,80.82000000000001,0.0
1,19,9,-2.3000000000000003,0,0,0,2.0,81.52,0.0
1,19,10,-2.3000000000000003,0,0,0,2.2,83.76,0.0
1,19,11,-2.3000000000000003,0,0,0,2.6,85.44,0.0
1,19,12,-2.0,5,5,0,2.9000000000000004,85.08,1.7932750000000002
1,19,13,-1.5,28,28,1,3.0,84.99,9.9932
1,19,14,-1.2000000000000002,83,84,3,3.2,85.19,29.731632000000005
1,19,15,-1.1,22,22,0,3.4000000000000004,84.95,7.845068
1,19,16,-1.1,136,137,2,3.6,84.93,48.14440300000001
1,19,17,-1.2000000000000002,156,168,25,3.6,85.34,58.828224000000006
1,19,18,-1.3,118,123,12,3.6,85.32000000000001,43.33745100000001
1,19,19,-1.5,87,87,1,3.6,85.79,30.81931500000001
1,19,20,-1.8,50,50,1,3.5,87.59,17.817100000000003
1,19,21,-2.2,5,5,0,3.4000000000000004,89.10000000000001,1.7947150000000005
1,19,22,-2.6,0,0,0,3.3000000000000003,89.66,0.0
1,19,23,-2.9000000000000004,0,0,0,3.3000000000000003,89.27,0.0
1,20,9,-8.5,0,0,0,4.0,83.47,0.0
1,20,10,-8.9,0,0,0,3.9,83.93,0.0
1,20,11,-9.0,0,0,0,3.8,83.12,0.0
1,20,12,-8.1,17,25,247,3.9,77.47,9.163475000000002
1,20,13,-6.800000000000001,46,179,692,4.1000000000000005,75.16,64.034923
1,20,14,-5.800000000000001,64,339,841,4.2,72.43,118.34388300000002
1,20,15,-5.2,75,461,908,4.2,71.04,158.00452300000003
1,20,16,-4.9,341,422,170,4.3,70.96000000000001,145.195852
1,20,17,-4.800000000000001,306,444,286,4.5,71.04,152.26180800000003
1,20,18,-4.9,294,390,218,4.800000000000001,71.69,134.74734000000004
1,20,19,-5.1000000000000005,175,254,222,4.9,72.2,89.38615600000001
1,20,20,-5.5,116,126,45,5.0,73.8,45.13950000000001
1,20,21,-5.9,30,44,198,5.0,75.38,15.950704
1,20,22,-6.2,0,0,0,5.0,76.4,0.0
1,20,23,-6.4,0,0,0,5.0,77.13,0.0
1,21,9,-6.6000000000000005,0,0,0,4.4,79.63,0.0
1,21,10,-6.7,0,0,0,4.5,79.59,0.0
1,21,11,-6.800000000000001,0,0,0,4.5,79.41,0.0
1,21,12,-6.5,18,27,259,4.5,76.91,9.831915000000002
1,21,13,-5.800000000000001,44,182,708,4.6000000000000005,74.33,64.82148400000001
1,21,14,-4.800000000000001,62,343,852,4.6000000000000005,71.56,119.18461100000003
1,21,15,-3.8,73,465,917,4.6000000000000005,70.07000000000001,158.35435500000003
1,21,16,-2.8000000000000003,77,534,949,4.7,69.09,179.42506800000004
1,21,17,-2.0,78,542,952,4.7,68.85000000000001,181.29358000000002
1,21,18,-1.5,74,488,930,4.7,69.46000000000001,164.06560000000002
1,21,19,-1.5,65,378,875,4.5,71.68,128.95470000000003
1,21,20,-2.1,49,224,756,4.2,75.86,78.163456
1,21,21,-3.2,26,60,457,4.0,80.17,21.47448
1,21,22,-4.1000000000000005,0,0,0,3.8,81.22,0.0
1,21,23,-4.9,0,0,0,3.6,82.63,0.0
1,22,9,-7.4,0,0,0,2.4000000000000004,90.02,0.0
1,22,10,-7.4,0,0,0,2.2,89.58,0.0
1,22,11,-7.2,0,0,0,1.9,87.39,0.0
1,22,12,-6.1000000000000005,17,26,249,1.6,80.13,9.453964000000003
1,22,13,-3.9,44,179,684,1.5,72.5,63.28741900000001
1,22,14,-1.7000000000000002,59,336,833,1.8,67.79,115.35820800000002
1,22,15,-0.1,116,438,748,2.2,64.58,147.35809200000003
1,22,16,0.8,270,435,341,2.7,64.62,145.84375500000002
1,22,17,1.4,271,428,319,3.0,66.24,143.26187200000004
1,22,18,1.7000000000000002,230,387,349,3.3000000000000003,69.05,130.08501900000002
1,22,19,1.4,205,291,238,3.3000000000000003,74.33,99.19869900000003
1,22,20,0.8,87,89,7,3.1,81.12,31.225027000000004
1,22,21,0.3,29,56,337,3.1,84.13,19.770688000000003
1,22,22,0.1,0,0,0,3.1,84.93,0.0
1,22,23,-0.1,0,0,0,3.1,86.07000000000001,0.0
1,23,9,-1.8,0,0,0,2.8000000000000003,89.85000000000001,0.0
1,23,10,-1.9,0,0,0,2.4000000000000004,89.87,0.0
1,23,11,-1.6,0,0,0,2.1,87.21000000000001,0.0
1,23,12,-0.3,11,14,65,1.9,81.85000000000001,4.981228
1,23,13,1.4,53,53,0,1.8,80.55,18.634747000000004
1,23,14,2.2,103,105,5,1.6,80.21000000000001,36.551235000000005
1,23,15,2.4000000000000004,173,178,12,1.6,82.88,61.32705200000001
1,23,16,2.5,175,178,7,1.5,85.45,61.30142000000001
1,23,17,2.6,159,160,3,1.3,86.39,55.20896000000001
1,23,18,2.8000000000000003,163,166,7,1.1,86.2,57.186668000000004
1,23,19,2.8000000000000003,87,88,2,0.9,86.77,30.624704000000005
1,23,20,2.7,28,28,0,0.9,86.43,9.823856000000001
1,23,21,2.4000000000000004,20,25,57,1.0,84.99,8.785475000000002
1,23,22,2.0,0,0,0,1.2000000000000002,86.66,0.0
1,23,23,1.6,0,0,0,1.3,88.79,0.0
1,24,9,2.1,0,0,0,2.1,94.61,0.0
1,24,10,2.3000000000000003,0,0,0,2.2,94.88,0.0
1,24,11,2.5,0,0,0,2.2,94.83,0.0
1,24,12,3.0,16,18,59,2.3000000000000003,93.6,6.315660000000002
1,24,13,3.5,63,63,0,2.3000000000000003,93.51,21.931875000000005
1,24,14,3.8,102,217,340,2.2,94.36,73.94557100000002
1,24,15,4.0,172,286,262,1.8,94.94,96.48782000000003
1,24,16,4.1000000000000005,118,143,50,1.4,95.52,49.143523000000016
1,24,17,4.2,85,85,0,1.2000000000000002,96.06,29.420795000000005
1,24,18,4.1000000000000005,94,94,0,1.1,97.84,32.511404000000006
1,24,19,3.8,66,154,239,1.0,99.78,52.91409200000001
1,24,20,3.5,21,21,0,1.0,100.0,7.350315000000002
1,24,21,3.3000000000000003,33,51,206,1.1,100.0,17.796603000000005
1,24,22,3.2,0,0,0,1.3,100.0,0.0
1,24,23,3.2,0,0,0,1.6,100.0,0.0
1,25,9,4.4,0,0,0,2.6,100.0,0.0
1,25,10,4.1000000000000005,0,0,0,2.3000000000000003,100.0,0.0
1,25,11,4.1000000000000005,0,0,0,1.9,99.77,0.0
1,25,12,4.3,18,23,118,1.7000000000000002,98.09,8.021779
1,25,13,4.7,12,12,0,1.4,96.74,4.184304000000001
1,25,14,5.6000000000000005,37,37,0,1.1,92.74,12.812027
1,25,15,6.9,94,97,6,0.9,90.44,33.144803
1,25,16,7.4,132,247,233,0.8,94.0,82.55456300000002
1,25,17,6.800000000000001,113,227,227,0.8,95.08,76.27041100000001
1,25,18,6.5,141,147,12,0.8,94.81,49.983675000000005
1,25,19,6.4,86,87,4,0.8,95.31,29.82960300000001
1,25,20,5.9,47,47,1,0.9,98.35,16.233283000000004
1,25,21,5.300000000000001,33,55,242,1.0,98.92,19.024115000000005
1,25,22,5.300000000000001,0,0,0,1.2000000000000002,98.06,0.0
1,25,23,5.5,0,0,0,1.4,97.72,0.0
1,26,9,4.7,0,0,0,3.5,96.79,0.0
1,26,10,4.800000000000001,0,0,0,3.4000000000000004,96.77,0.0
1,26,11,4.9,0,0,0,3.2,97.06,0.0
1,26,12,5.2,19,25,140,2.4000000000000004,96.29,8.684675000000002
1,26,13,5.9,42,116,357,1.4,94.45,39.704944000000005
1,26,14,6.6000000000000005,45,63,51,1.0,93.87,21.650643000000006
1,26,15,7.2,31,56,56,1.1,93.24,19.214272
1,26,16,7.5,130,220,181,1.2000000000000002,92.73,73.76600000000002
1,26,17,7.7,131,193,122,1.1,92.68,64.89181100000002
1,26,18,7.7,90,279,408,1.0,93.39,92.72760300000002
1,26,19,7.5,78,360,749,0.9,94.85,118.44000000000001
1,26,20,6.800000000000001,56,165,437,0.8,98.8,55.89919500000002
1,26,21,6.0,35,62,294,0.7000000000000001,100.0,21.363340000000004
1,26,22,5.5,0,0,0,0.6000000000000001,100.0,0.0
1,26,23,5.2,0,0,0,0.5,100.0,0.0
1,27,9,0.8,0,0,0,2.0,98.79,0.0
1,27,10,0.8,0,0,0,1.9,97.63,0.0
1,27,11,1.2000000000000002,0,0,0,1.9,95.12,0.0
1,27,12,2.2,21,28,146,2.0,91.7,9.844016000000002
1,27,13,3.7,61,160,470,1.9,88.29,54.955520000000014
1,27,14,5.0,106,122,46,1.7000000000000002,86.53,41.88382000000001
1,27,15,6.2,226,239,30,1.5,84.22,80.37976300000003
1,27,16,7.0,176,178,3,1.4,81.74,60.147980000000004
1,27,17,7.300000000000001,155,158,6,1.4,81.33,53.46372400000001
1,27,18,7.5,69,69,0,1.2000000000000002,81.32000000000001,23.604555000000005
1,27,19,7.5,98,106,20,0.8,82.29,36.08558000000001
1,27,20,6.9,24,63,152,0.6000000000000001,88.66,21.623427000000003
1,27,21,5.800000000000001,36,38,17,0.8,90.88,13.145644000000003
1,27,22,4.5,0,0,0,1.1,94.6,0.0
1,27,23,3.3000000000000003,0,0,0,1.4,99.01,0.0
1,28,9,2.8000000000000003,0,0,0,3.0,98.9,0.0
1,28,10,2.4000000000000004,0,0,0,3.3000000000000003,97.8,0.0
1,28,11,2.2,0,0,0,3.7,97.02,0.0
1,28,12,2.2,24,24,8,4.2,95.93,8.442048000000002
1,28,13,2.4000000000000004,5,5,0,4.2,95.4,1.7615950000000005
1,28,14,2.5,67,67,0,4.2,95.4,23.408795000000005
1,28,15,2.6,41,41,0,4.7,94.83,14.366851000000002
1,28,16,2.5,40,40,0,5.1000000000000005,94.85,14.024000000000004
1,28,17,2.6,44,44,0,5.4,93.67,15.412144000000001
