Month,Day,Hour,Temperature,DHI,GHI,DNI,Wind Speed,Relative Humidity,Power
3,15,13,13.8,76,76,1,2.2,92.32,25.285808000000007
3,15,14,14.5,167,186,34,2.4000000000000004,91.49,60.77550000000001
3,15,15,15.6,260,527,397,2.6,85.9,163.27566700000003
3,15,16,16.3,212,248,49,2.8000000000000003,79.99,79.69926400000001
3,15,17,16.3,292,390,133,3.1,74.93,122.84142000000003
3,15,18,15.9,272,478,300,3.2,72.28,148.94193200000004
3,15,19,15.1,255,318,106,3.1,73.06,101.74282800000002
3,15,20,14.1,182,335,337,2.8000000000000003,76.29,107.40803500000003
3,15,21,12.6,128,169,144,2.5,82.8,55.81241900000001
3,15,22,11.1,44,45,13,2.4000000000000004,88.24,15.209595000000004
3,15,23,9.9,0,0,0,2.6,91.11,0.0
3,16,9,5.1000000000000005,0,0,0,0.8,99.44,0.0
3,16,10,5.1000000000000005,0,0,0,0.8,97.46,0.0
3,16,11,6.2,29,45,227,1.0,91.03,15.527115000000002
3,16,12,8.0,69,223,591,1.2000000000000002,84.12,74.581235
3,16,13,9.7,90,418,756,1.0,76.18,135.10679600000003
3,16,14,10.7,99,590,852,1.0,69.82000000000001,185.28478000000004
3,16,15,11.4,98,714,907,1.2000000000000002,66.93,219.52215600000005
3,16,16,11.9,101,783,929,1.5,65.77,237.74150700000004
3,16,17,12.3,210,715,684,2.0,65.08,218.87079500000004
3,16,18,12.4,184,663,693,2.6,65.85,204.40886700000004
3,16,19,12.1,100,609,855,3.0,68.41,189.50313900000003
3,16,20,11.6,93,444,765,3.1,73.43,141.77630400000004
3,16,21,10.7,74,252,614,3.0,81.46000000000001,82.97150400000001
3,16,22,9.4,37,67,295,2.8000000000000003,89.45,22.743083000000002
3,16,23,8.5,0,0,0,2.7,89.9,0.0
3,17,9,7.9,0,0,0,3.8,94.87,0.0
3,17,10,8.0,0,0,0,3.4000000000000004,95.27,0.0
3,17,11,8.8,30,37,88,3.1,92.04,12.641531000000002
3,17,12,10.2,49,49,0,3.0,87.66,16.616243000000004
3,17,13,11.7,137,141,8,3.2,81.0,46.925787000000014
3,17,14,12.5,260,286,45,3.5,72.72,92.98718000000002
3,17,15,12.8,81,731,951,3.8,65.98,222.71596300000004
3,17,16,13.0,303,636,451,3.9,61.17,196.30776000000003
3,17,17,12.9,167,758,796,3.8,59.72,229.91201200000006
3,17,18,12.7,277,539,377,3.6,59.98,168.95332300000004
3,17,19,12.4,190,542,587,3.2,61.32,170.05466800000002
3,17,20,11.9,131,414,612,2.7,64.24,132.57687600000003
3,17,21,10.6,61,265,697,2.1,72.94,87.134915
3,17,22,8.8,34,75,392,1.7000000000000002,84.01,25.496475000000004
3,17,23,7.6,0,0,0,1.6,85.01,0.0
3,18,9,3.1,0,0,0,2.2,89.81,0.0
3,18,10,2.9000000000000004,0,0,0,2.2,85.35000000000001,0.0
3,18,11,3.8,18,31,159,2.5,79.17,10.823123000000002
3,18,12,5.2,133,173,147,2.9000000000000004,70.60000000000001,58.94577100000001
3,18,13,6.300000000000001,187,326,312,3.1,61.08,108.31610800000001
3,18,14,7.0,200,542,582,3.2,57.34,174.26926000000003
3,18,15,7.6,305,326,31,3.2,55.52,107.70583600000003
3,18,16,7.9,341,489,199,3.1,54.78,157.760691
3,18,17,8.1,336,384,64,3.1,54.79,125.58950400000002
3,18,18,8.0,354,409,78,3.2,56.1,133.36467500000003
3,18,19,7.6,154,597,735,3.3000000000000003,58.41,189.96002700000005
3,18,20,7.0,216,336,258,3.4000000000000004,61.24,111.14880000000002
3,18,21,6.0,123,155,109,3.4000000000000004,65.88,52.75967500000001
3,18,22,4.800000000000001,31,32,7,3.4000000000000004,72.75,11.124736000000002
3,18,23,3.7,0,0,0,3.5,78.61,0.0
3,19,9,0.0,0,0,0,3.8,87.32000000000001,0.0
3,19,10,0.1,0,0,0,3.9,85.04,0.0
3,19,11,0.8,29,62,376,4.2,80.38,21.827596
3,19,12,1.8,61,245,663,4.5,72.95,83.88383500000003
3,19,13,2.8000000000000003,207,230,52,4.5,63.82,78.57214
3,19,14,3.8,147,571,717,4.3,58.14,185.47964300000004
3,19,15,4.9,83,749,960,4.1000000000000005,54.9,236.11401100000003
3,19,16,5.7,223,732,680,3.9,53.64,230.47166400000003
3,19,17,6.0,278,674,527,3.8,53.61,213.67822000000004
3,19,18,6.1000000000000005,293,607,447,3.7,54.89,194.17990700000001
3,19,19,6.0,316,419,169,3.7,57.35,137.643595
3,19,20,5.7,233,269,76,3.6,60.74,90.29980300000001
3,19,21,5.0,144,203,195,3.3000000000000003,66.76,68.951995
3,19,22,4.1000000000000005,42,69,243,3.0,76.18,23.942379000000006
3,19,23,3.7,0,0,0,2.7,81.76,0.0
3,20,9,3.4000000000000004,0,0,0,3.2,94.67,0.0
3,20,10,3.4000000000000004,0,0,0,3.3000000000000003,92.77,0.0
3,20,11,4.1000000000000005,29,41,133,3.4000000000000004,87.88,14.278291000000003
3,20,12,6.0,102,186,299,3.2,79.5,63.052140000000016
3,20,13,8.3,163,168,12,2.7,70.24,56.52998400000001
3,20,14,9.9,254,444,318,2.5,65.27,142.86321600000005
3,20,15,10.3,357,539,260,2.7,66.16,170.81610700000004
3,20,16,10.2,428,606,236,3.2,69.41,190.30945200000005
3,20,17,10.7,204,243,52,3.6,70.19,80.10665100000001
3,20,18,11.4,272,353,115,3.8,70.09,114.26574700000003
3,20,19,11.0,264,321,93,3.8,75.47,104.55451500000001
3,20,20,10.2,42,42,0,3.7,82.34,14.255724000000003
3,20,21,9.0,79,91,41,4.1000000000000005,86.98,30.843995000000007
3,20,22,7.0,26,26,0,5.0,88.16,8.963500000000003
3,20,23,5.0,0,0,0,5.5,85.28,0.0
3,21,9,-1.7000000000000002,0,0,0,4.2,72.27,0.0
3,21,10,-1.7000000000000002,0,0,0,4.2,71.49,0.0
3,21,11,-1.3,33,74,423,4.4,69.91,26.236108000000005
3,21,12,-0.5,59,272,739,4.7,65.26,93.69856000000003
3,21,13,0.4,73,476,875,4.800000000000001,60.01,158.985904
3,21,14,1.5,80,651,949,4.800000000000001,55.82,211.27879500000006
3,21,15,2.5,81,779,992,4.7,53.120000000000005,247.21175500000007
3,21,16,3.4000000000000004,82,847,1010,4.7,51.4,265.1016830000001
3,21,17,4.1000000000000005,83,844,1002,4.7,50.370000000000005,263.42590400000006
3,21,18,4.4,83,782,982,4.7,50.59,245.91866800000005
3,21,19,4.4,82,657,935,4.6000000000000005,51.69,210.30504300000004
3,21,20,4.0,77,487,860,4.4,54.02,159.89427500000005
3,21,21,3.1,64,288,727,4.0,58.08,97.50988800000002
3,21,22,1.8,37,90,444,3.5,66.01,31.442220000000006
3,21,23,0.7000000000000001,0,0,0,3.3000000000000003,72.78,0.0
3,22,9,-3.0,0,0,0,2.6,79.83,0.0
3,22,10,-2.6,0,0,0,2.5,76.8,0.0
3,22,11,-1.6,32,77,437,2.4000000000000004,70.5,27.322603000000004
3,22,12,-0.2,59,270,721,1.9,58.03,92.91726000000003
3,22,13,1.2000000000000002,80,462,820,1.3,49.5,154.06868400000002
3,22,14,2.6,97,625,869,0.8,42.92,202.58187500000003
3,22,15,3.7,305,493,266,0.5,39.75,161.94409100000001
3,22,16,4.7,104,815,933,0.4,38.28,254.73395500000007
3,22,17,5.5,107,814,925,0.9,39.04,253.52030000000008
3,22,18,5.9,257,628,518,1.6,44.05,200.48523200000002
3,22,19,6.0,159,161,3,2.0,49.36,54.75851500000001
3,22,20,5.7,73,73,0,2.1,55.47,25.149011
3,22,21,4.6000000000000005,26,26,0,2.1,66.31,9.053356000000003
3,22,22,3.0,24,24,0,2.1,79.54,8.414400000000002
3,22,23,2.2,0,0,0,2.3000000000000003,81.02,0.0
3,23,9,5.2,0,0,0,2.9000000000000004,95.67,0.0
3,23,10,5.800000000000001,0,0,0,2.9000000000000004,95.96,0.0
3,23,11,6.6000000000000005,18,18,0,3.1,95.11,6.222348000000001
3,23,12,7.5,21,21,0,3.3000000000000003,94.47,7.229355000000002
3,23,13,8.5,17,17,0,3.4000000000000004,94.15,5.830915000000002
3,23,14,9.3,19,19,0,3.7,94.71,6.493307000000001
3,23,15,9.9,38,38,0,4.1000000000000005,94.84,12.921292000000001
3,23,16,10.2,27,27,0,4.3,94.94,9.182619000000003
3,23,17,10.2,29,29,0,4.1000000000000005,95.75,9.860203000000002
3,23,18,10.0,22,22,0,3.5,96.79,7.493420000000001
3,23,19,9.3,25,25,0,2.4000000000000004,98.67,8.537075000000002
3,23,20,7.9,35,35,0,1.9,100.0,12.006715000000005
3,23,21,6.1000000000000005,51,51,0,4.0,100.0,17.590971000000003
3,23,22,4.3,21,21,1,6.7,96.35,7.326123000000002
3,23,23,2.9000000000000004,0,0,0,7.4,88.10000000000001,0.0
3,24,9,-2.0,0,0,0,4.7,80.36,0.0
3,24,10,-1.9,0,0,0,4.7,78.82000000000001,0.0
3,24,11,-1.1,36,90,476,4.800000000000001,74.71000000000001,31.818060000000006
3,24,12,0.3,59,291,764,4.9,68.55,99.65964300000003
3,24,13,1.7000000000000002,70,495,893,4.9,62.6,163.98211500000002
3,24,14,3.0,76,664,953,4.9,57.73,213.67520000000005
3,24,15,4.2,79,789,989,4.6000000000000005,54.48,248.09868300000005
3,24,16,5.300000000000001,80,850,999,4.4,52.9,263.60030000000006
3,24,17,6.1000000000000005,82,853,998,4.2,52.54,263.43284300000005
3,24,18,6.6000000000000005,81,787,976,4.0,52.88,244.82074700000007
3,24,19,6.6000000000000005,76,667,944,3.8,54.53,211.09282700000006
3,24,20,6.2,67,497,880,3.7,57.620000000000005,161.37937900000003
3,24,21,5.2,55,299,766,3.4000000000000004,63.58,100.18204300000001
3,24,22,3.5,35,101,511,3.2,75.15,34.98791500000001
3,24,23,2.3000000000000003,0,0,0,3.2,80.64,0.0
3,25,9,-0.6000000000000001,0,0,0,3.4000000000000004,88.36,0.0
3,25,10,-0.3,0,0,0,3.6,85.45,0.0
3,25,11,1.0,33,90,475,4.1000000000000005,79.05,31.545900000000007
3,25,12,2.7,56,289,754,4.5,72.08,98.00192300000002
3,25,13,4.2,69,490,874,4.7,66.25,160.67198000000005
3,25,14,5.6000000000000005,77,660,937,4.5,61.59,210.03576000000004
3,25,15,6.9,83,781,966,4.2,58.01,242.82773900000004
3,25,16,8.1,85,845,980,3.9,55.46,258.83279500000003
3,25,17,9.0,87,847,978,3.5,54.39,258.27147500000007
3,25,18,9.5,87,785,959,3.2,54.83,240.99107500000005
3,25,19,9.6,83,665,924,2.8000000000000003,56.75,207.64691500000004
3,25,20,9.2,76,498,859,2.7,60.75,159.53031600000003
3,25,21,8.0,63,300,738,2.6,69.86,99.29400000000001
3,25,22,6.1000000000000005,39,101,468,2.8000000000000003,84.17,34.60977100000001
3,25,23,4.800000000000001,0,0,0,3.2,84.28,0.0
3,26,9,1.6,0,0,0,3.0,86.4,0.0
3,26,10,2.0,0,0,0,3.1,85.53,0.0
3,26,11,2.6,52,53,12,3.4000000000000004,84.03,18.543163000000003
3,26,12,3.5,134,148,45,3.5,81.63,50.95640000000001
3,26,13,4.6000000000000005,196,355,327,3.3000000000000003,79.45,118.35735500000003
3,26,14,5.800000000000001,294,468,278,2.9000000000000004,78.4,152.843184
3,26,15,6.800000000000001,183,679,682,2.4000000000000004,77.57000000000001,214.32838700000002
3,26,16,7.7,319,324,7,2.1,76.55,107.02756800000003
3,26,17,8.1,304,413,140,2.0,77.95,134.535163
3,26,18,8.1,339,559,301,1.8,80.47,178.42217900000003
3,26,19,8.0,203,517,495,1.5,83.61,166.06815500000002
3,26,20,7.7,208,329,245,1.5,87.4,108.60520300000002
3,26,21,7.4,139,160,65,1.8,90.43,54.10304000000001
3,26,22,6.9,57,58,10,2.0,93.06,19.920332000000002
3,26,23,6.5,0,0,0,2.2,93.69,0.0
3,27,9,5.1000000000000005,0,0,0,1.1,92.23,0.0
3,27,10,5.2,0,0,0,1.1,91.87,0.0
3,27,11,5.5,45,70,191,0.9,91.23,24.145100000000006
3,27,12,6.1000000000000005,48,72,74,0.9,87.55,24.766272000000004
3,27,13,7.0,40,40,0,1.2000000000000002,83.74,13.764800000000003
3,27,14,8.1,86,86,0,1.2000000000000002,81.5,29.280076000000005
3,27,15,9.2,150,150,0,0.8,79.17,50.40030000000001
3,27,16,10.1,141,141,0,0.5,77.45,47.25065100000001
3,27,17,10.8,247,260,16,0.3,76.14,85.47448000000001
3,27,18,11.2,100,100,0,0.4,75.53,33.537200000000006
3,27,19,11.0,92,93,1,0.5,78.36,31.245675000000002
3,27,20,10.4,31,31,0,0.5,83.5,10.528499000000002
3,27,21,9.7,20,20,0,0.5,89.92,6.822640000000001
3,27,22,9.1,12,13,4,0.4,95.03,4.450043000000001
3,27,23,8.5,0,0,0,0.6000000000000001,96.0,0.0
3,28,9,6.9,0,0,0,0.9,99.29,0.0
3,28,10,7.0,0,0,0,0.8,97.84,0.0
3,28,11,7.5,10,10,0,0.7000000000000001,95.98,3.4475000000000007
3,28,12,8.0,22,22,0,0.9,95.4,7.55678
3,28,13,8.4,51,51,0,1.3,94.38,17.422059000000004
3,28,14,8.700000000000001,68,68,0,1.7000000000000002,93.02,23.14801600000001
3,28,15,8.8,39,39,0,2.0,90.85,13.321347000000003
3,28,16,8.9,67,67,0,2.3000000000000003,89.03,22.791323000000006
3,28,17,8.8,105,105,0,2.7,88.96000000000001,35.55331500000001
3,28,18,8.700000000000001,82,82,0,3.2,88.87,27.862124000000005
3,28,19,8.5,21,21,0,3.3000000000000003,89.5,7.199115000000002
3,28,20,8.200000000000001,18,18,0,3.2,91.2,6.180876000000001
3,28,21,7.800000000000001,34,34,0,3.2,92.72,11.670092000000002
3,28,22,7.300000000000001,5,5,0,3.3000000000000003,94.17,1.7263150000000003
3,28,23,6.9,0,0,0,3.5,94.53,0.0
3,29,9,3.6,0,0,0,3.9,83.21000000000001,0.0
3,29,10,3.6,0,0,0,3.8,82.67,0.0
3,29,11,4.1000000000000005,53,98,324,3.9,80.46000000000001,33.877228
3,29,12,5.4,65,311,746,4.2,75.34,103.94521900000002
3,29,13,6.800000000000001,75,513,873,4.5,67.63,165.76209900000003
3,29,14,8.0,97,677,904,4.7,60.01,212.58815500000003
3,29,15,9.0,82,808,980,4.7,56.02,247.79744000000005
3,29,16,9.7,82,870,995,4.800000000000001,54.46,263.50734000000006
3,29,17,10.1,84,866,986,4.800000000000001,54.77,261.95287600000006
3,29,18,10.2,86,799,960,4.800000000000001,56.48,243.98024300000006
3,29,19,9.8,103,666,874,4.800000000000001,59.870000000000005,207.73738800000004
3,29,20,9.1,76,508,854,4.800000000000001,63.440000000000005,162.57828800000001
3,29,21,7.9,63,312,742,4.800000000000001,67.67,103.14220800000001
3,29,22,6.4,40,112,495,4.7,72.83,38.275328
3,29,23,5.1000000000000005,0,0,0,4.7,76.66,0.0
3,30,9,1.4,0,0,0,3.4000000000000004,83.71000000000001,0.0
3,30,10,1.6,0,0,0,3.3000000000000003,80.97,0.0
3,30,11,2.9000000000000004,40,115,515,3.5,75.85000000000001,39.86463500000001
3,30,12,4.5,61,319,768,3.8,68.74,106.91763500000003
3,30,13,6.1000000000000005,87,512,839,3.9,62.65,165.97811200000004
3,30,14,7.800000000000001,141,664,809,3.8,58.52,209.08563200000006
3,30,15,9.4,139,781,861,3.5,55.91,240.01613900000004
3,30,16,10.5,209,794,735,3.1,55.55,242.28910000000005
3,30,17,11.2,279,699,527,3.0,56.4,215.58348300000003
3,30,18,11.2,255,630,502,3.1,59.03,196.25886000000006
3,30,19,11.0,230,536,472,3.1,62.65,169.39744000000005
3,30,20,10.6,197,395,389,2.9000000000000004,68.49,127.56959500000004
3,30,21,9.7,123,141,53,3.0,77.17,47.33186700000001
3,30,22,8.700000000000001,49,67,119,3.1,84.07000000000001,22.810619000000003
3,30,23,8.1,0,0,0,2.8000000000000003,87.26,0.0
3,31,9,4.1000000000000005,0,0,0,2.1,97.52,0.0
3,31,10,4.2,0,0,0,2.3000000000000003,91.89,0.0
3,31,11,5.4,44,113,459,2.3000000000000003,85.48,38.774707
3,31,12,6.9,70,310,704,2.0,79.2,102.95534
3,31,13,8.200000000000001,113,490,737,1.8,74.95,157.84958000000003
3,31,14,9.3,201,614,634,1.9,67.72,193.39649200000005
3,31,15,10.4,287,605,424,2.2,63.09,189.84839500000004
3,31,16,11.4,354,559,256,2.4000000000000004,62.120000000000005,175.76581100000004
3,31,17,12.2,136,493,446,2.4000000000000004,61.54,155.90977100000003
3,31,18,12.7,176,758,776,2.4000000000000004,61.35,230.13031600000005
3,31,19,12.8,155,616,707,2.2,62.2,190.86636800000002
3,31,20,12.3,204,394,370,1.9,66.14,126.29985200000002
3,31,21,11.1,141,255,333,1.6,75.84,83.77795500000003
3,31,22,9.4,55,68,82,1.3,88.45,23.079472000000003
3,31,23,8.0,0,0,0,1.2000000000000002,89.08,0.0
4,1,9,5.4,0,0,0,1.7000000000000002,92.87,0.0
4,1,10,5.7,0,0,0,1.8,92.24,0.0
4,1,11,6.1000000000000005,19,19,0,1.6,91.22,6.580859000000001
4,1,12,6.6000000000000005,25,25,0,1.2000000000000002,91.14,8.634275000000002
4,1,13,7.300000000000001,74,74,0,1.0,89.05,25.319692000000003
4,1,14,8.3,81,81,0,1.1,86.41,27.572643000000006
4,1,15,9.6,159,160,1,1.3,82.07000000000001,53.596160000000005
4,1,16,10.9,227,231,5,1.2000000000000002,77.77,76.20897900000003
4,1,17,11.7,169,267,122,1.1,75.83,87.34557900000001
4,1,18,12.4,63,63,0,0.9,73.26,21.124467000000006
4,1,19,12.8,173,177,6,0.7000000000000001,71.76,58.339731
4,1,20,12.7,183,186,6,0.6000000000000001,72.49,61.257612
4,1,21,12.3,50,50,0,0.5,78.22,16.801900000000003
4,1,22,11.7,41,41,0,0.4,82.35000000000001,13.829587000000002
4,1,23,10.9,0,0,0,0.4,78.63,0.0
4,2,9,6.300000000000001,0,0,0,0.8,98.1,0.0
4,2,10,6.4,1,1,0,1.0,96.71,0.3467390000000001
4,2,11,7.1000000000000005,36,37,5,1.3,93.61,12.732107000000001
4,2,12,7.800000000000001,67,68,2,1.8,90.66,23.236144000000007
4,2,13,8.5,123,125,4,2.3000000000000003,88.2,42.266875000000006
4,2,14,9.0,124,125,2,2.8000000000000003,86.91,42.17687500000001
4,2,15,8.9,95,95,0,3.5,87.69,32.19635500000001
4,2,16,8.6,58,58,0,3.9,89.32000000000001,19.778348
4,2,17,8.4,44,44,0,4.1000000000000005,89.48,15.044656000000002
4,2,18,8.200000000000001,46,46,0,4.3,89.8,15.737612000000004
4,2,19,7.6,57,57,0,4.2,91.8,19.521987000000003
4,2,20,7.0,32,32,0,4.1000000000000005,93.23,11.023360000000002
4,2,21,6.5,18,18,0,4.2,94.69,6.224940000000001
4,2,22,6.300000000000001,30,35,29,4.3,94.7,12.087355000000002
4,2,23,6.2,0,0,0,4.4,94.71,0.0
4,3,9,5.7,0,0,0,5.5,95.16,0.0
4,3,10,5.6000000000000005,1,1,0,5.7,94.55,0.34789100000000006
4,3,11,5.6000000000000005,13,13,0,5.7,92.62,4.515563000000001
4,3,12,5.6000000000000005,14,14,0,5.7,90.9,4.862284000000001
4,3,13,5.4,34,34,0,5.800000000000001,91.22,11.787596000000004
4,3,14,5.300000000000001,30,30,0,6.1000000000000005,90.59,10.410540000000001
4,3,15,5.4,37,37,0,6.300000000000001,89.43,12.822683000000003
4,3,16,5.6000000000000005,65,87,27,6.800000000000001,88.37,29.929827000000007
4,3,17,5.6000000000000005,94,101,9,7.2,88.86,34.68249100000001
4,3,18,5.5,42,42,0,7.7,89.44,14.539980000000003
4,3,19,5.5,35,35,0,7.9,89.09,12.127675000000004
4,3,20,5.4,16,16,0,7.2,91.55,5.560064000000001
4,3,21,5.2,6,6,0,7.0,93.12,2.089452
4,3,22,5.1000000000000005,15,15,0,6.7,93.86,5.219715000000001
4,3,23,5.0,1,1,0,6.6000000000000005,94.73,0.3487550000000001
4,4,9,2.7,0,0,0,3.7,95.68,0.0
4,4,10,2.7,1,1,0,3.6,94.68,0.3520670000000001
4,4,11,3.2,48,49,6,3.6,91.9,17.110163000000004
4,4,12,4.0,177,186,25,3.6,88.12,63.58782000000001
4,4,13,5.1000000000000005,246,261,29,3.6,82.38,87.93377100000001
4,4,14,6.1000000000000005,241,245,6,3.5,77.14,82.36679500000002
4,4,15,6.7,309,316,9,3.4000000000000004,74.37,104.95371200000002
4,4,16,7.300000000000001,316,326,12,3.2,72.19,107.84666800000002
4,4,17,7.800000000000001,390,439,60,3.0,70.64,142.680707
4,4,18,8.0,289,645,466,2.6,70.62,203.46847500000004
4,4,19,7.9,351,435,126,2.3000000000000003,71.85000000000001,141.39631500000002
4,4,20,7.6,225,238,25,2.1,73.96000000000001,79.57434800000001
4,4,21,6.9,172,227,154,1.9,78.28,76.23772300000002
4,4,22,5.7,44,56,73,1.9,86.24,19.335232
4,4,23,4.7,2,2,0,2.0,89.73,0.6982840000000001
4,5,9,2.0,0,0,0,2.4000000000000004,92.17,0.0
4,5,10,2.4000000000000004,5,4,42,2.8000000000000003,89.4,1.4094560000000005
4,5,11,3.5,57,125,382,3.4000000000000004,86.29,43.166875000000005
4,5,12,4.6000000000000005,172,236,176,3.8,80.93,79.94641600000001
4,5,13,5.800000000000001,215,423,389,4.0,73.46000000000001,139.00329900000003
4,5,14,6.800000000000001,289,387,145,3.9,68.33,127.24289100000001
4,5,15,7.5,175,185,13,3.9,65.52,62.32187500000001
4,5,16,8.0,352,387,43,3.9,64.13,126.574155
4,5,17,8.200000000000001,385,449,78,3.9,64.11,145.470163
4,5,18,8.200000000000001,314,342,36,3.8,64.65,112.45028400000004
4,5,19,8.1,296,324,42,3.7,65.36,106.84094400000002
4,5,20,7.7,139,140,2,3.6,67.31,47.405680000000004
4,5,21,7.1000000000000005,136,207,198,3.4000000000000004,70.52,69.64742700000001
4,5,22,6.0,38,67,172,3.2,76.53,23.071115000000006
4,5,23,5.0,3,2,24,3.2,81.36,0.6974200000000002
4,6,9,2.7,0,0,0,3.1,93.68,0.0
4,6,10,3.1,2,2,0,3.2,90.75,0.7028920000000001
4,6,11,4.4,88,102,79,3.6,85.44,35.197548000000005
4,6,12,5.800000000000001,160,223,169,4.0,79.87,75.28769900000002
4,6,13,6.9,58,58,0,4.3,71.68,19.920332000000002
4,6,14,7.6,185,543,528,4.3,66.11,174.09720300000006
4,6,15,8.200000000000001,278,321,55,4.2,64.0,105.84878700000002
4,6,16,8.8,392,450,70,3.9,62.81,145.38510000000002
4,6,17,9.3,385,606,268,3.7,62.38,191.09482800000004
4,6,18,9.6,269,275,8,3.5,62.940000000000005,90.69527500000001
4,6,19,9.6,234,244,15,3.3000000000000003,64.39,80.81182400000002
4,6,20,9.4,63,63,0,3.2,67.02,21.396627000000002
4,6,21,8.8,138,174,99,3.1,71.11,58.37665200000001
4,6,22,7.7,76,87,62,3.0,77.17,29.666739000000007
4,6,23,6.6000000000000005,1,1,0,3.1,82.14,0.34645100000000006
4,7,9,2.5,0,0,0,2.6,93.06,0.0
4,7,10,3.0,3,3,0,2.7,89.35000000000001,1.0546350000000002
4,7,11,4.6000000000000005,21,21,0,3.0,82.61,7.317051000000002
4,7,12,6.300000000000001,100,100,1,3.2,74.58,34.24280000000001
4,7,13,7.6,144,215,130,3.2,66.99,72.10691500000001
4,7,14,8.700000000000001,341,432,133,2.9000000000000004,61.7,139.98182400000002
4,7,15,9.7,396,621,289,2.5,58.72,195.04802700000002
4,7,16,10.6,152,854,848,2.2,58.02,258.169324
4,7,17,11.3,147,853,854,2.0,58.47,257.04557900000003
4,7,18,11.7,343,622,361,1.9,58.97,193.54276400000003
4,7,19,11.8,91,700,902,1.8,59.99,215.25560000000007
4,7,20,11.7,85,532,835,1.6,61.93,167.69278400000005
4,7,21,11.0,71,336,727,1.2000000000000002,67.82000000000001,109.21344000000002
4,7,22,9.2,48,136,503,0.9,83.81,45.78195200000002
4,7,23,7.5,5,4,32,0.8,84.08,1.3800800000000004
4,8,9,1.6,0,0,0,2.0,97.02,0.0
4,8,10,2.7,8,8,53,1.9,86.82000000000001,2.814016
4,8,11,5.0,51,155,541,1.7000000000000002,79.65,52.98287500000001
4,8,12,7.800000000000001,97,345,651,1.2000000000000002,68.32000000000001,113.58883500000003
4,8,13,10.9,119,544,775,0.9,59.21,171.80825600000003
4,8,14,13.2,109,723,894,0.9,47.48,220.12241100000003
4,8,15,14.7,113,841,930,0.8,43.45,249.76606700000005
4,8,16,15.7,218,807,708,0.7000000000000001,41.09,239.74113900000006
4,8,17,16.2,297,767,566,0.8,40.64,228.68641900000006
4,8,18,16.2,291,621,424,1.0,43.63,189.23546700000003
4,8,19,15.8,198,675,703,1.3,47.85,204.43927500000004
4,8,20,15.3,249,331,152,1.5,52.63,105.61316300000001
4,8,21,14.0,151,162,31,1.6,62.82,53.225100000000005
4,8,22,12.2,29,55,144,1.8,84.09,18.477635000000006
4,8,23,11.2,3,3,5,2.0,82.0,1.0192110000000003
4,9,9,7.5,0,0,0,1.1,94.79,0.0
4,9,10,8.3,7,7,23,1.0,88.65,2.4061310000000002
4,9,11,10.3,94,135,210,1.0,84.68,45.237555000000015
4,9,12,12.7,157,304,383,0.9,74.44,98.505728
4,9,13,15.1,167,481,567,0.9,66.79,150.365891
4,9,14,17.3,238,596,519,0.9,59.73,181.34372800000003
4,9,15,18.9,271,675,514,0.8,53.96,201.42607500000003
4,9,16,20.1,304,718,496,0.5,50.45,211.62762800000004
4,9,17,20.8,298,718,504,0.3,48.48,210.90388400000003
4,9,18,21.0,283,668,493,0.3,48.68,197.52760000000004
4,9,19,20.9,128,678,807,0.5,48.8,200.27713200000005
4,9,20,20.5,117,508,722,0.9,52.25,154.23896000000005
4,9,21,18.8,156,283,342,1.3,61.14,89.48261900000001
4,9,22,15.4,83,90,37,1.7000000000000002,84.45,29.679660000000005
4,9,23,13.0,2,2,0,2.1,89.76,0.6743800000000002
4,10,9,8.3,0,0,0,2.6,97.22,0.0
4,10,10,8.3,8,8,15,2.6,95.55,2.7495040000000004
4,10,11,8.9,105,122,84,2.5,92.07,41.198668000000005
4,10,12,10.1,196,251,141,2.4000000000000004,88.26,82.87041100000003
4,10,13,11.6,260,379,213,2.5,84.9,122.12933900000003
4,10,14,13.1,312,389,111,2.6,82.25,124.33645900000002
4,10,15,14.1,326,356,38,2.6,81.37,113.80465600000002
4,10,16,14.7,333,358,30,2.6,81.66,114.10247600000001
4,10,17,14.8,365,420,66,2.5,83.3,132.63096000000004
4,10,18,14.4,349,602,323,2.2,86.23,185.52074800000003
4,10,19,13.7,274,314,59,2.0,89.81,101.15258800000001
4,10,20,13.0,222,233,20,2.0,92.33,76.143235
4,10,21,12.3,132,202,188,2.0,94.22,66.49799600000001
4,10,22,11.4,27,31,20,1.8,96.87,10.483859
4,10,23,10.5,4,4,6,1.4,98.65,1.3628000000000002
4,11,9,8.6,0,0,0,1.6,96.93,0.0
4,11,10,8.6,6,6,9,1.7000000000000002,96.54,2.0600760000000005
4,11,11,8.9,14,14,0,1.8,94.8,4.795756000000001
4,11,12,9.5,30,30,0,1.8,92.74,10.229100000000003
4,11,13,10.6,72,72,0,1.9,90.0,24.299712000000007
4,11,14,11.9,226,238,17,2.0,87.67,78.100652
4,11,15,13.2,321,351,38,2.2,85.39,112.74014700000002
4,11,16,14.4,385,489,124,2.4000000000000004,83.98,153.18365100000003
4,11,17,15.2,391,491,119,2.7,84.62,153.20034700000002
4,11,18,15.3,324,377,67,3.0,87.43,119.51013100000003
4,11,19,14.6,88,89,1,3.4000000000000004,92.27,29.456419
4,11,20,13.8,104,104,0,3.7,95.18,34.470592
4,11,21,13.1,15,15,0,3.9,96.87,5.046915
